position,name,fdpts,salary,team,matchup,score,mins,line,date,cleanname,location
PF,"Gibson, Taj",37.1,5600.0,chi,@ nyk,104-80,28,22pt 8rb 1as 1st 1bl 10-12fg 2-4ft,2014-10-29,Taj Gibson,Away
SF,"Kidd-Gilchrist, Michael^",36.1,3600.0,cha,v mil,108-106,34,17pt 8rb 3as 3bl 1to 6-8fg 5-6ft,2014-10-29,Kidd-Michael Gilchrist,Home
SF,"Pierce, Paul^",34.7,5500.0,was,@ mia,95-107,33,17pt 6rb 5as 2st 1to 1trey 6-10fg 4-5ft,2014-10-29,Paul Pierce,Away
PF,"Gasol, Pau^",33.2,7600.0,chi,@ nyk,104-80,29,21pt 11rb 1to 7-11fg 7-8ft,2014-10-29,Pau Gasol,Away
SF,"Batum, Nicolas^",33,7300.0,por,v okc,106-89,34,16pt 5rb 6as 1st 1bl 2to 2trey 5-12fg 4-4ft,2014-10-29,Nicolas Batum,Home
SF,"Green, Jeff^",32.7,6500.0,bos,v bkn,121-105,36,17pt 6rb 3as 2st 2trey 4-10fg 7-9ft,2014-10-29,Jeff Green,Home
SF,"Teletovic, Mirza",30.7,4800.0,bkn,@ bos,105-121,23,20pt 6rb 1as 2bl 2to 4trey 8-11fg 0-0ft,2014-10-29,Mirza Teletovic,Away
SF,"Ariza, Trevor^",30.5,6100.0,hou,@ uta,104-93,37,20pt 5rb 1as 2st 1to 4trey 7-10fg 2-3ft,2014-10-29,Trevor Ariza,Away
PF,"Millsap, Paul^",30.5,8600.0,atl,@ tor,102-109,32,13pt 10rb 5as 1st 4to 4-13fg 5-9ft,2014-10-29,Paul Millsap,Away
SF,"Hayward, Gordon^",29.1,6700.0,uta,v hou,93-104,38,8pt 8rb 7as 1st 1to 3-11fg 2-2ft,2014-10-29,Gordon Hayward,Home
PF,"Williams, Marvin^",28.3,3900.0,cha,v mil,108-106,33,19pt 4rb 3as 1st 2to 3trey 8-12fg 0-0ft,2014-10-29,Marvin Williams,Home
SF,"Turner, Evan",26.9,5300.0,bos,v bkn,121-105,24,10pt 7rb 5as 1st 1bl 3to 5-9fg 0-1ft,2014-10-29,Evan Turner,Home
SF,"Gay, Rudy^",25.8,7800.0,sac,v gsw,77-95,34,14pt 9rb 1st 1bl 3to 5-15fg 4-5ft,2014-10-29,Rudy Gay,Home
PF,"Ibaka, Serge^",25.6,8e3,okc,@ por,89-106,29,10pt 8rb 2as 4bl 5to 1trey 4-11fg 1-2ft,2014-10-29,Serge Ibaka,Away
SF,"Green, Draymond^",25.5,5e3,gsw,@ sac,95-77,34,12pt 10rb 3as 1st 5to 2trey 4-7fg 2-4ft,2014-10-29,Draymond Green,Away
PF,"Scott, Mike",25.3,3800.0,atl,@ tor,102-109,21,20pt 4rb 1as 1to 4trey 8-11fg 0-0ft,2014-10-29,Mike Scott,Away
SF,"Middleton, Khris^",25.2,5200.0,mil,@ cha,106-108,36,17pt 6rb 2as 1bl 4to 7-15fg 3-5ft,2014-10-29,Khris Middleton,Away
PF,"Morris, Marcus^",24.7,4e3,pho,v lal,119-99,29,21pt 1rb 1as 1st 1to 5trey 8-14fg 0-0ft,2014-10-29,Marcus Morris,Home
PF,"Stoudemire, Amare^",24.6,5500.0,nyk,v chi,80-104,24,12pt 8rb 1st 1bl 1to 5-9fg 2-2ft,2014-10-29,Amare Stoudemire,Home
SF,"Papanikolaou, Kostas",24.4,3500.0,hou,@ uta,104-93,22,12pt 2rb 4as 1st 1bl 4trey 4-7fg 0-0ft,2014-10-29,Kostas Papanikolaou,Away
SF,"Muhammad, Shabazz",23.9,3500.0,min,@ mem,101-105,23,13pt 7rb 1as 1st 1to 1trey 5-10fg 2-4ft,2014-10-29,Shabazz Muhammad,Away
PF,"Sullinger, Jared^",23.8,6600.0,bos,v bkn,121-105,28,13pt 4rb 2as 2bl 1to 1trey 5-9fg 2-3ft,2014-10-29,Jared Sullinger,Home
PF,"Gooden, Drew^",23.5,4300.0,was,@ mia,95-107,34,18pt 5rb 1as 2to 1trey 8-11fg 1-4ft,2014-10-29,Drew Gooden,Away
PF,"Anthony, Carmelo^",22.3,10200.0,nyk,v chi,80-104,29,14pt 4rb 3as 1st 3to 1trey 5-13fg 3-4ft,2014-10-29,Carmelo Anthony,Home
PF,"Speights, Marreese",22,3600.0,gsw,@ sac,95-77,18,16pt 5rb 2as 3to 8-13fg 0-0ft,2014-10-29,Marreese Speights,Away
SF,"McDermott, Doug",22,4800.0,chi,@ nyk,104-80,24,12pt 5rb 2as 1st 1to 2trey 5-9fg 0-0ft,2014-10-29,Doug McDermott,Away
PF,"Noel, Nerlens^",22,6100.0,phi,@ ind,91-103,35,6pt 10rb 3bl 2to 2-11fg 2-6ft,2014-10-29,Nerlens Noel,Away
PF,"Patterson, Patrick",21,4400.0,tor,v atl,109-102,24,10pt 5rb 2as 1st 2trey 4-9fg 0-0ft,2014-10-29,Patrick Patterson,Home
PF,"Allen, Lavoy",21,3500.0,ind,v phi,103-91,20,6pt 5rb 2as 1st 2bl 3-5fg 0-0ft,2014-10-29,Lavoy Allen,Home
SF,"Thomas, Lance",20.6,3500.0,okc,@ por,89-106,31,14pt 3rb 2as 7-10fg 0-0ft,2014-10-29,Lance Thomas,Away
PF,"Morris, Markieff^",20.6,6100.0,pho,v lal,119-99,26,12pt 3rb 2as 1st 1trey 5-10fg 1-1ft,2014-10-29,Markieff Morris,Home
PF,"Davies, Brandon",20.5,3500.0,phi,@ ind,91-103,18,12pt 5rb 1as 1st 1to 5-11fg 2-2ft,2014-10-29,Brandon Davies,Away
PF,"Scola, Luis^",20.2,4e3,ind,v phi,103-91,25,10pt 6rb 2as 2st 4to 5-9fg 0-2ft,2014-10-29,Luis Scola,Home
SF,"Porter, Otto",19.8,5100.0,was,@ mia,95-107,24,13pt 4rb 1st 1trey 4-7fg 4-6ft,2014-10-29,Otto Porter,Away
SF,"Thompson, Hollis^",19.6,4500.0,phi,@ ind,91-103,29,5pt 3rb 2as 4st 1trey 2-5fg 0-0ft,2014-10-29,Hollis Thompson,Away
PF,"Booker, Trevor",19,3900.0,uta,v hou,93-104,23,14pt 5rb 1to 6-10fg 2-2ft,2014-10-29,Trevor Booker,Home
SF,"Williams, Shawne^",18.7,3500.0,mia,v was,107-95,32,3pt 6rb 3as 2st 1-9fg 1-2ft,2014-10-29,Shawne Williams,Home
SF,"Deng, Luol^",18.3,7600.0,mia,v was,107-95,30,12pt 4rb 1as 1bl 2to 4-8fg 4-5ft,2014-10-29,Luol Deng,Home
SF,"Miles, C.J.^",18.2,4400.0,ind,v phi,103-91,33,15pt 1rb 2as 1to 2trey 6-17fg 1-1ft,2014-10-29,C Miles.J.,Home
PF,"Garnett, Kevin^",17.7,4600.0,bkn,@ bos,105-121,23,10pt 6rb 3as 4to 5-8fg 0-0ft,2014-10-29,Kevin Garnett,Away
SF,"Copeland, Chris",17.4,3500.0,ind,v phi,103-91,26,11pt 2rb 2as 1bl 1to 2trey 4-11fg 1-2ft,2014-10-29,Chris Copeland,Home
SF,"Johnson, Wesley^",17.2,4600.0,lal,@ pho,99-119,28,9pt 1rb 2as 1st 1bl 2-7fg 5-5ft,2014-10-29,Wesley Johnson,Away
PF,"Jones, Terrence^",17.1,5700.0,hou,@ uta,104-93,26,9pt 3rb 1as 2bl 1to 1trey 4-5fg 0-0ft,2014-10-29,Terrence Jones,Away
SF,"Barnes, Harrison^",16.7,4200.0,gsw,@ sac,95-77,29,9pt 6rb 1as 1to 3-10fg 3-5ft,2014-10-29,Harrison Barnes,Away
SF,"Gallinari, Danilo^",16.6,5900.0,den,v det,89-79,18,7pt 3rb 2as 1st 1bl 1to 1trey 1-8fg 4-4ft,2014-10-29,Danilo Gallinari,Home
SF,"Parker, Jabari^",16.3,6500.0,mil,@ cha,106-108,37,8pt 4rb 1as 1st 3-9fg 2-2ft,2014-10-29,Jabari Parker,Away
SF,"Hill, Solomon^",16.2,4300.0,ind,v phi,103-91,23,3pt 6rb 2as 2bl 1to 1trey 1-3fg 0-0ft,2014-10-29,Solomon Hill,Home
SF,"Shumpert, Iman^",16.1,4400.0,nyk,v chi,80-104,20,5pt 3rb 1as 3st 1trey 2-9fg 0-0ft,2014-10-29,Iman Shumpert,Home
PF,"Mirotic, Nikola",14.9,4500.0,chi,@ nyk,104-80,15,5pt 7rb 1as 1st 2to 1trey 1-2fg 2-2ft,2014-10-29,Nikola Mirotic,Away
SF,"Acy, Quincy",14.7,3500.0,nyk,v chi,80-104,21,6pt 6rb 1as 1bl 2to 3-6fg 0-0ft,2014-10-29,Quincy Acy,Home
SF,"Johnson, Chris^",14.7,3600.0,phi,@ ind,91-103,32,12pt 1rb 1as 1st 2to 1trey 5-10fg 1-2ft,2014-10-29,Chris Johnson,Away
PF,"Landry, Carl",14.4,4e3,sac,v gsw,77-95,17,8pt 7rb 2to 3-5fg 2-2ft,2014-10-29,Carl Landry,Home
PF,"Collison, Nick",14.1,3500.0,okc,@ por,89-106,19,2pt 3rb 3as 2st 1-5fg 0-1ft,2014-10-29,Nick Collison,Away
SF,"Chandler, Wilson",14.1,5200.0,den,v det,89-79,24,7pt 3rb 1as 2st 2to 1trey 1-6fg 4-4ft,2014-10-29,Wilson Chandler,Home
SF,"Carroll, DeMarre^",13.6,5300.0,atl,@ tor,102-109,32,10pt 3rb 2trey 4-7fg 0-0ft,2014-10-29,DeMarre Carroll,Away
PF,"Zeller, Cody",13.4,3500.0,cha,v mil,108-106,20,11pt 2rb 1st 2to 3-6fg 5-5ft,2014-10-29,Cody Zeller,Home
SF,"Dudley, Jared^",13.4,3600.0,mil,@ cha,106-108,26,3pt 2rb 2as 2st 1bl 1to 1trey 1-1fg 0-0ft,2014-10-29,Jared Dudley,Away
PF,"Ilyasova, Ersan",13.2,5900.0,mil,@ cha,106-108,12,6pt 1rb 2st 1bl 3-3fg 0-0ft,2014-10-29,Ersan Ilyasova,Away
SF,"Wiggins, Andrew^",13.1,6400.0,min,@ mem,101-105,19,6pt 3rb 1as 2st 2to 1trey 2-5fg 1-2ft,2014-10-29,Andrew Wiggins,Away
PF,"Bass, Brandon",12.9,4800.0,bos,v bkn,121-105,16,8pt 2rb 1as 2st 3to 4-7fg 0-0ft,2014-10-29,Brandon Bass,Home
SF,"Iguodala, Andre",12.6,5700.0,gsw,@ sac,95-77,29,2pt 3rb 2as 3st 2to 1-6fg 0-2ft,2014-10-29,Andre Iguodala,Away
PF,"Thompson, Jason^",12.4,4300.0,sac,v gsw,77-95,21,2pt 7rb 2st 1bl 4to 1-3fg 0-0ft,2014-10-29,Jason Thompson,Home
SF,"Hood, Rodney",12.4,4200.0,uta,v hou,93-104,21,5pt 2rb 1st 2bl 1to 1trey 2-6fg 0-0ft,2014-10-29,Rodney Hood,Home
PF,"Tolliver, Anthony",12.2,3500.0,pho,v lal,119-99,12,7pt 6rb 2to 2trey 2-2fg 1-2ft,2014-10-29,Anthony Tolliver,Home
PF,"Bennett, Anthony",11.1,3600.0,min,@ mem,101-105,14,9pt 3rb 1as 3to 4-8fg 1-2ft,2014-10-29,Anthony Bennett,Away
SF,"Brewer, Corey^",10.8,4800.0,min,@ mem,101-105,27,6pt 4rb 1st 2to 2-7fg 2-2ft,2014-10-29,Corey Brewer,Away
SF,"Dunleavy, Mike^",10.6,4900.0,chi,@ nyk,104-80,31,0pt 3rb 4as 1st 1to 0-5fg 0-0ft,2014-10-29,Mike Dunleavy,Away
PF,"Jefferson, Cory",10.4,3500.0,bkn,@ bos,105-121,9,8pt 2rb 2-2fg 4-6ft,2014-10-29,Cory Jefferson,Away
PF,"Arthur, Darrell",10.3,3500.0,den,v det,89-79,16,2pt 4rb 3as 1to 1-7fg 0-0ft,2014-10-29,Darrell Arthur,Home
SF,"Bogdanovic, Bojan^",10,4800.0,bkn,@ bos,105-121,26,7pt 2as 1bl 2to 1trey 3-6fg 0-0ft,2014-10-29,Bojan Bogdanovic,Away
SF,"Singler, Kyle^",9.9,3800.0,det,@ den,79-89,30,8pt 2rb 1as 2to 2trey 3-7fg 0-0ft,2014-10-29,Kyle Singler,Away
SF,"Butler, Caron",9.7,3600.0,det,@ den,79-89,23,0pt 6rb 1as 1st 1to 0-5fg 0-0ft,2014-10-29,Caron Butler,Away
PF,"Hansbrough, Tyler",9.4,3500.0,tor,v atl,109-102,20,5pt 2rb 1bl 2-2fg 1-1ft,2014-10-29,Tyler Hansbrough,Home
PF,"Smith, Jason",9.2,4800.0,nyk,v chi,80-104,14,8pt 1rb 4-9fg 0-0ft,2014-10-29,Jason Smith,Home
PF,"Randolph, Shavlik",9,3500.0,pho,v lal,119-99,13,3pt 5rb 1-3fg 1-3ft,2014-10-29,Shavlik Randolph,Home
SF,"Johnson, James",9,3900.0,tor,v atl,109-102,14,2pt 2as 2st 1bl 2to 0-2fg 2-2ft,2014-10-29,James Johnson,Home
PF,"Henson, John",9,5400.0,mil,@ cha,106-108,12,5pt 2bl 2-3fg 1-2ft,2014-10-29,John Henson,Away
PF,"McDaniels, K.J.",8.9,3500.0,phi,@ ind,91-103,20,2pt 2rb 1as 1st 1bl 1to 1-5fg 0-2ft,2014-10-29,K McDaniels.J.,Away
SF,"Carter, Vince",8.7,5400.0,mem,v min,105-101,16,4pt 1rb 1as 1st 1-7fg 2-2ft,2014-10-29,Vince Carter,Home
SF,"Kirilenko, Andrei",8.6,5100.0,bkn,@ bos,105-121,10,3pt 3rb 1st 0-3fg 3-4ft,2014-10-29,Andrei Kirilenko,Away
PF,"Motiejunas, Donatas",8.6,3800.0,hou,@ uta,104-93,9,3pt 3rb 1st 1-2fg 1-2ft,2014-10-29,Donatas Motiejunas,Away
PF,"Jerebko, Jonas",8.2,3500.0,det,@ den,79-89,12,7pt 1rb 1trey 3-5fg 0-0ft,2014-10-29,Jonas Jerebko,Away
SF,"Ennis, James",7.4,3500.0,mia,v was,107-95,15,5pt 2rb 2-4fg 1-1ft,2014-10-29,James Ennis,Home
SF,"Green, Gerald",7.2,4800.0,pho,v lal,119-99,22,4pt 1rb 2as 1st 3to 2-8fg 0-0ft,2014-10-29,Gerald Green,Home
SF,"Jones III, Perry^",6.6,5e3,okc,@ por,89-106,31,3pt 3rb 1-9fg 1-2ft,2014-10-29,Jones Perry III,Away
PF,"Evans, Reggie",6.5,3500.0,sac,v gsw,77-95,7,0pt 5rb 1as 1to 0-3fg 0-0ft,2014-10-29,Reggie Evans,Home
PF,"Williams, Derrick",6.4,4e3,sac,v gsw,77-95,13,2pt 2rb 1st 1-4fg 0-0ft,2014-10-29,Derrick Williams,Home
PF,"Black, Tarik",6.4,3500.0,hou,@ uta,104-93,16,2pt 2rb 1st 1-5fg 0-0ft,2014-10-29,Tarik Black,Away
SF,"Casspi, Omri",5.9,3800.0,sac,v gsw,77-95,15,4pt 2rb 1as 2to 1-3fg 2-2ft,2014-10-29,Omri Casspi,Home
PF,"Leuer, Jon",5.6,3500.0,mem,v min,105-101,19,0pt 3rb 1bl 0-4fg 0-0ft,2014-10-29,Jon Leuer,Home
SF,"Pondexter, Quincy",5.5,3500.0,mem,v min,105-101,11,4pt 1as 1trey 1-2fg 1-2ft,2014-10-29,Quincy Pondexter,Home
SF,"Gee, Alonzo",5,3500.0,den,v det,89-79,12,3pt 1st 1trey 1-2fg 0-0ft,2014-10-29,Alonzo Gee,Home
SF,"Budinger, Chase",4.8,4e3,min,@ mem,101-105,15,0pt 4rb 0-4fg 0-0ft,2014-10-29,Chase Budinger,Away
PF,"Humphries, Kris",4.4,4400.0,was,@ mia,95-107,13,4pt 2rb 2to 2-6fg 0-0ft,2014-10-29,Kris Humphries,Away
PF,"Boozer, Carlos^",4.3,6600.0,lal,@ pho,99-119,23,4pt 4rb 1as 1st 8to 2-6fg 0-0ft,2014-10-29,Carlos Boozer,Away
SF,"Butler, Rasual",4.2,3600.0,was,@ mia,95-107,10,3pt 1rb 1trey 1-3fg 0-0ft,2014-10-29,Rasual Butler,Away
SF,"Henderson, Gerald",3.7,4700.0,cha,v mil,108-106,9,0pt 1rb 1as 1st 1to 0-2fg 0-0ft,2014-10-29,Gerald Henderson,Home
SF,"Holiday, Justin",3.5,3500.0,gsw,@ sac,95-77,4,0pt 1as 1bl 0-0fg 0-0ft,2014-10-29,Justin Holiday,Away
SF,"Wright, Dorell",3.2,4400.0,por,v okc,106-89,5,0pt 1rb 1bl 0-1fg 0-0ft,2014-10-29,Dorell Wright,Home
PF,"Robinson, Thomas",3.2,4400.0,por,v okc,106-89,2,2pt 1rb 1-2fg 0-0ft,2014-10-29,Thomas Robinson,Home
PF,"Brand, Elton",2.2,3500.0,atl,@ tor,102-109,12,2pt 1rb 1to 1-1fg 0-2ft,2014-10-29,Elton Brand,Away
PF,"Seraphin, Kevin",1.5,3500.0,was,@ mia,95-107,8,0pt 1as 0-2fg 0-0ft,2014-10-29,Kevin Seraphin,Away
SF,"Early, Cleanthony",1,3500.0,nyk,v chi,80-104,7,2pt 1to 1-1fg 0-0ft,2014-10-29,Cleanthony Early,Home
PF,"Sampson, JaKarr",0.2,3500.0,phi,@ ind,91-103,8,0pt 1rb 1to 0-4fg 0-0ft,2014-10-29,JaKarr Sampson,Away
SF,"Rudez, Damjan",0,3500.0,ind,v phi,103-91,15,0pt 0-2fg 0-0ft,2014-10-29,Damjan Rudez,Home
PF,"Wear, Travis",0,3500.0,nyk,v chi,80-104,6,2pt 2to 1-3fg 0-0ft,2014-10-29,Travis Wear,Home
PF,"Bairstow, Cameron",-1,3500.0,chi,@ nyk,104-80,4,0pt 1to 0-1fg 0-0ft,2014-10-29,Cameron Bairstow,Away
C,"Gasol, Marc^",52.3,8e3,mem,v min,105-101,37,32pt 9rb 3as 2st 2bl 3to 12-17fg 8-10ft,2014-10-29,Marc Gasol,Home
C,"Bosh, Chris^",51,8700.0,mia,v was,107-95,39,26pt 15rb 4as 1st 1bl 3to 3trey 9-18fg 5-5ft,2014-10-29,Chris Bosh,Home
C,"Hibbert, Roy^",42.6,5800.0,ind,v phi,103-91,32,22pt 8rb 7bl 3to 6-8fg 10-13ft,2014-10-29,Roy Hibbert,Home
C,"Horford, Al^",39.1,7600.0,atl,@ tor,102-109,31,12pt 13rb 3as 1st 3bl 1to 6-15fg 0-0ft,2014-10-29,Al Horford,Away
C,"Jefferson, Al^",39,9500.0,cha,v mil,108-106,40,14pt 10rb 2as 2st 4bl 2to 6-15fg 2-3ft,2014-10-29,Al Jefferson,Home
C,"Howard, Dwight^",34,9500.0,hou,@ uta,104-93,32,22pt 10rb 1st 2bl 6to 10-16fg 2-3ft,2014-10-29,Dwight Howard,Away
C,"Cousins, DeMarcus^",30.7,9900.0,sac,v gsw,77-95,31,20pt 11rb 1as 1st 6to 4-14fg 12-18ft,2014-10-29,DeMarcus Cousins,Home
C,"Olynyk, Kelly^",30.2,4800.0,bos,v bkn,121-105,29,19pt 6rb 2as 1st 1to 1trey 8-14fg 2-2ft,2014-10-29,Kelly Olynyk,Home
C,"Lopez, Robin^",29,5800.0,por,v okc,106-89,32,11pt 10rb 1st 2bl 4-11fg 3-4ft,2014-10-29,Robin Lopez,Home
C,"Gortat, Marcin^",28.4,7400.0,was,@ mia,95-107,40,18pt 7rb 1bl 7-14fg 4-5ft,2014-10-29,Marcin Gortat,Away
C,"Drummond, Andre^",28.3,8700.0,det,@ den,79-89,27,11pt 9rb 1as 2st 1bl 1to 5-10fg 1-4ft,2014-10-29,Andre Drummond,Away
C,"Mozgov, Timofey^",28.2,3700.0,den,v det,89-79,25,13pt 11rb 2bl 2to 5-11fg 3-5ft,2014-10-29,Timofey Mozgov,Home
C,"Valanciunas, Jonas^",27.6,6700.0,tor,v atl,109-102,21,17pt 8rb 1bl 1to 4-5fg 9-10ft,2014-10-29,Jonas Valanciunas,Home
C,"Sanders, Larry^",23.5,6900.0,mil,@ cha,106-108,26,10pt 5rb 1as 2st 1bl 5-8fg 0-0ft,2014-10-29,Larry Sanders,Away
C,"Hill, Jordan^",22.2,5100.0,lal,@ pho,99-119,25,6pt 11rb 2as 2-7fg 2-2ft,2014-10-29,Jordan Hill,Away
C,"Kaman, Chris",22.2,4900.0,por,v okc,106-89,22,12pt 6rb 2as 1bl 2to 6-10fg 0-0ft,2014-10-29,Chris Kaman,Home
C,"Dieng, Gorgui",22.1,5200.0,min,@ mem,101-105,19,6pt 8rb 1as 3bl 1to 3-4fg 0-0ft,2014-10-29,Gorgui Dieng,Away
C,"Andersen, Chris",21.7,3900.0,mia,v was,107-95,24,7pt 6rb 1as 2st 1bl 2-2fg 3-4ft,2014-10-29,Chris Andersen,Home
C,"Plumlee, Miles^",21.2,4700.0,pho,v lal,119-99,25,10pt 6rb 1st 1bl 5-7fg 0-0ft,2014-10-29,Miles Plumlee,Home
C,"Adams, Steven^",19.4,3800.0,okc,@ por,89-106,27,8pt 7rb 2as 2st 4to 3-4fg 2-3ft,2014-10-29,Steven Adams,Away
C,"Dalembert, Samuel^",18.8,4800.0,nyk,v chi,80-104,20,6pt 4rb 2as 3bl 1to 2-5fg 2-2ft,2014-10-29,Samuel Dalembert,Home
C,"Perkins, Kendrick",17.6,3700.0,okc,@ por,89-106,21,4pt 8rb 1st 1bl 2-3fg 0-0ft,2014-10-29,Kendrick Perkins,Away
C,"Noah, Joakim^",17.2,8800.0,chi,@ nyk,104-80,20,3pt 6rb 2as 3bl 2to 1-4fg 1-2ft,2014-10-29,Joakim Noah,Away
C,"Bogut, Andrew^",17,5700.0,gsw,@ sac,95-77,18,4pt 5rb 4bl 1to 2-2fg 0-0ft,2014-10-29,Andrew Bogut,Away
C,"Mahinmi, Ian",16.3,3500.0,ind,v phi,103-91,16,4pt 9rb 1as 1bl 2to 2-4fg 0-0ft,2014-10-29,Ian Mahinmi,Home
C,"Pekovic, Nikola^",15.1,7e3,min,@ mem,101-105,29,5pt 8rb 1as 1bl 3to 2-9fg 1-2ft,2014-10-29,Nikola Pekovic,Away
C,"Kanter, Enes^",15,4700.0,uta,v hou,93-104,22,10pt 5rb 1to 5-12fg 0-0ft,2014-10-29,Enes Kanter,Home
C,"Sims, Henry^",13.8,5600.0,phi,@ ind,91-103,23,10pt 4rb 1to 4-9fg 2-2ft,2014-10-29,Henry Sims,Away
C,"Nurkic, Jusuf",12.4,3500.0,den,v det,89-79,13,5pt 7rb 1to 2-4fg 1-2ft,2014-10-29,Jusuf Nurkic,Home
C,"Aldrich, Cole",12.4,3500.0,nyk,v chi,80-104,17,2pt 7rb 2as 1to 1-2fg 0-0ft,2014-10-29,Cole Aldrich,Home
C,"Plumlee, Mason^",10.8,4700.0,bkn,@ bos,105-121,11,4pt 4rb 2bl 2to 2-2fg 0-0ft,2014-10-29,Mason Plumlee,Away
C,"Len, Alex",10,3500.0,pho,v lal,119-99,19,3pt 5rb 1bl 1to 1-4fg 1-1ft,2014-10-29,Alex Len,Home
C,"Zeller, Tyler",8.7,4700.0,bos,v bkn,121-105,6,6pt 1rb 1as 3-4fg 0-0ft,2014-10-29,Tyler Zeller,Home
C,"Maxiell, Jason",8.4,3500.0,cha,v mil,108-106,13,4pt 2rb 1bl 2-5fg 0-0ft,2014-10-29,Jason Maxiell,Home
C,"Pachulia, Zaza",8.2,4500.0,mil,@ cha,106-108,14,4pt 1rb 2st 1bl 3to 2-5fg 0-0ft,2014-10-29,Zaza Pachulia,Away
C,"Anthony, Joel",8,3500.0,det,@ den,79-89,21,2pt 5rb 1bl 2to 1-1fg 0-0ft,2014-10-29,Joel Anthony,Away
C,"Sacre, Robert",7.7,3600.0,lal,@ pho,99-119,12,6pt 1rb 1as 1to 2-4fg 2-2ft,2014-10-29,Robert Sacre,Away
C,"Gobert, Rudy",6.6,3500.0,uta,v hou,93-104,20,2pt 3rb 1st 1to 1-1fg 0-0ft,2014-10-29,Rudy Gobert,Home
C,"Ezeli, Festus",6.2,3500.0,gsw,@ sac,95-77,8,5pt 1rb 2-2fg 1-2ft,2014-10-29,Festus Ezeli,Away
C,"McGee, JaVale",5.4,5e3,den,v det,89-79,9,2pt 2rb 1bl 1to 1-2fg 0-0ft,2014-10-29,JaVale McGee,Home
C,"Freeland, Joel",4.4,3500.0,por,v okc,106-89,6,0pt 2rb 1bl 0-1fg 0-0ft,2014-10-29,Joel Freeland,Home
C,"Hollins, Ryan",3.2,3500.0,sac,v gsw,77-95,2,2pt 1rb 1-1fg 0-0ft,2014-10-29,Ryan Hollins,Home
C,"Kuzmic, Ognjen",3.2,3500.0,gsw,@ sac,95-77,6,0pt 1rb 1bl 0-0fg 0-0ft,2014-10-29,Ognjen Kuzmic,Away
C,"Koufos, Kosta",0.2,3900.0,mem,v min,105-101,5,0pt 1rb 1to 0-0fg 0-0ft,2014-10-29,Kosta Koufos,Home
PG,"Wall, John^",56,8600.0,was,@ orl,105-98,37,30pt 5rb 12as 2st 2to 2trey 10-21fg 8-9ft,2014-10-30,John Wall,Away
PG,"Paul, Chris^",45.3,9600.0,lac,v okc,93-90,38,22pt 4rb 7as 3st 1bl 1trey 9-18fg 3-7ft,2014-10-30,Chris Paul,Home
PG,"Irving, Kyrie^",40.5,7800.0,cle,v nyk,90-95,43,22pt 5rb 7as 2st 1bl 4to 1trey 8-15fg 5-7ft,2014-10-30,Kyrie Irving,Home
PG,"Rubio, Ricky^",32.4,6800.0,min,v det,97-91,29,11pt 7rb 8as 1st 1to 4-10fg 3-5ft,2014-10-30,Ricky Rubio,Home
PG,"Augustin, D.J.",30.6,3900.0,det,@ min,91-97,33,20pt 3rb 6as 2to 1trey 6-18fg 7-7ft,2014-10-30,D Augustin.J.,Away
PG,"Burke, Trey^",30.1,6100.0,uta,@ dal,102-120,34,16pt 3rb 7as 2st 4to 2trey 6-15fg 2-2ft,2014-10-30,Trey Burke,Away
SG,"Gordon, Ben",27,3500.0,orl,v was,98-105,26,22pt 4as 1to 2trey 7-12fg 6-7ft,2014-10-30,Ben Gordon,Home
PG,"Larkin, Shane^",25.9,3500.0,nyk,@ cle,95-90,28,9pt 2rb 5as 5st 3to 1trey 4-6fg 0-0ft,2014-10-30,Shane Larkin,Away
SG,"Ellis, Monta^",25.6,8200.0,dal,v uta,120-102,29,14pt 3rb 6as 1to 6-13fg 2-3ft,2014-10-30,Monta Ellis,Home
SG,"Fournier, Evan^",24.8,4400.0,orl,v was,98-105,34,21pt 4rb 1st 3to 3trey 8-10fg 2-2ft,2014-10-30,Evan Fournier,Home
SG,"Smith, J.R.",24.7,6e3,nyk,@ cle,95-90,25,11pt 1rb 7as 2st 2to 1trey 5-10fg 0-0ft,2014-10-30,J Smith.R.,Away
SG,"Crawford, Jamal",24.4,5600.0,lac,v okc,93-90,27,16pt 2rb 2as 3st 3to 2trey 5-15fg 4-4ft,2014-10-30,Jamal Crawford,Home
SG,"Caldwell-Pope, Kentavious^",24.2,3800.0,det,@ min,91-97,41,11pt 6rb 2as 2st 1to 1trey 5-13fg 0-2ft,2014-10-30,Caldwell-Kentavious Pope,Away
PG,"Telfair, Sebastian",23.9,3500.0,okc,@ lac,90-93,38,11pt 2rb 7as 1st 2to 1trey 2-9fg 6-8ft,2014-10-30,Sebastian Telfair,Away
PG,"Williams, Maurice",21.4,4400.0,min,v det,97-91,24,13pt 2rb 4as 6-11fg 1-2ft,2014-10-30,Maurice Williams,Home
SG,"Burks, Alec^",21.2,5100.0,uta,@ dal,102-120,26,15pt 1rb 2as 2st 2to 3trey 5-11fg 2-2ft,2014-10-30,Alec Burks,Away
SG,"Roberson, Andre^",20.7,4600.0,okc,@ lac,90-93,37,9pt 6rb 3as 2st 4to 3-5fg 3-4ft,2014-10-30,Andre Roberson,Away
PG,"Harris, Devin",18.7,4500.0,dal,v uta,120-102,24,12pt 1rb 3as 1st 1to 3trey 3-9fg 3-4ft,2014-10-30,Devin Harris,Home
